image_path,bbox,landmark,x_norm,y_norm,visibility,class
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_101.jpg,"[48, 195, 416, 449]",RIGHT_HIP,0.4065780714854969,0.18820047240533286,0.9989625215530396,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_101.jpg,"[48, 195, 416, 449]",LEFT_ELBOW,-0.5149942190158021,-0.8906287316790836,0.999221682548523,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_101.jpg,"[48, 195, 416, 449]",RIGHT_ELBOW,0.07512413500355761,0.4218337217379652,0.9929798245429993,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_101.jpg,"[48, 195, 416, 449]",LEFT_WRIST,-0.5880234017334185,-1.4871883150284217,0.9988223910331726,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_101.jpg,"[48, 195, 416, 449]",RIGHT_WRIST,0.4475461374029188,0.33730163345240527,0.992021918296814,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_101.jpg,"[48, 195, 416, 449]",LEFT_KNEE,1.0797324555092365,-0.18023239514819164,0.854537308216095,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_101.jpg,"[48, 195, 416, 449]",RIGHT_KNEE,1.08409679935129,0.1585220849098249,0.8639642596244812,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_101.jpg,"[48, 195, 416, 449]",LEFT_ANKLE,1.6771554937812023,-0.13963465435210648,0.5856813788414001,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_101.jpg,"[48, 195, 416, 449]",RIGHT_ANKLE,1.6258207310133936,0.12857515507671147,0.7409313917160034,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_101.jpg,"[48, 195, 416, 449]",LEFT_EYE,-0.7163831000690465,0.0026333287106674905,0.9994615912437439,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_101.jpg,"[48, 195, 416, 449]",RIGHT_EYE,-0.7221830907834381,0.1606431022236584,0.9998377561569214,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_102.jpg,"[92, 19, 351, 425]",LEFT_SHOULDER,-0.35481622094222026,0.4363254296813554,0.9983435869216919,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_102.jpg,"[92, 19, 351, 425]",RIGHT_SHOULDER,0.4435751800303011,0.3445152370855215,0.9983136653900146,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_102.jpg,"[92, 19, 351, 425]",LEFT_HIP,-0.2619172745915828,-0.38797274627582723,0.998796820640564,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_102.jpg,"[92, 19, 351, 425]",RIGHT_HIP,0.17315831550350194,-0.3928679204910497,0.9987850785255432,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_102.jpg,"[92, 19, 351, 425]",LEFT_ELBOW,-0.9113095350601507,0.4974927610596916,0.9902143478393555,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_102.jpg,"[92, 19, 351, 425]",RIGHT_ELBOW,0.4307408495443235,-0.06769445231519733,0.9796103239059448,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_102.jpg,"[92, 19, 351, 425]",LEFT_WRIST,-1.5542854442242442,0.553867030509174,0.975506067276001,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_102.jpg,"[92, 19, 351, 425]",RIGHT_WRIST,0.339797279483236,-0.4319898011976692,0.9774056077003479,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_102.jpg,"[92, 19, 351, 425]",LEFT_KNEE,-0.19824523242079728,-1.0198970722840017,0.9712153077125549,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_102.jpg,"[92, 19, 351, 425]",RIGHT_KNEE,0.14315225018201067,-1.018461728710828,0.954245388507843,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_102.jpg,"[92, 19, 351, 425]",LEFT_ANKLE,-0.1397804728883524,-1.5895647951981637,0.9869701862335205,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_102.jpg,"[92, 19, 351, 425]",RIGHT_ANKLE,0.0974146772292667,-1.6178864702596367,0.9865990877151489,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_102.jpg,"[92, 19, 351, 425]",LEFT_EYE,0.003096074120462811,0.6670583519600447,0.7545986771583557,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_102.jpg,"[92, 19, 351, 425]",RIGHT_EYE,0.15471639261885428,0.6698950016776027,0.9340202808380127,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_103.jpg,"[1, 169, 366, 428]",LEFT_SHOULDER,0.44994309145970873,0.32494636233647656,0.9998319149017334,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_103.jpg,"[1, 169, 366, 428]",RIGHT_SHOULDER,0.3678507819076653,-0.3913976623319405,0.9996247291564941,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_103.jpg,"[1, 169, 366, 428]",LEFT_HIP,-0.40380666917489927,0.24485084178196417,0.9977082014083862,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_103.jpg,"[1, 169, 366, 428]",RIGHT_HIP,-0.4139872041924747,-0.17839954178650022,0.9969831109046936,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_103.jpg,"[1, 169, 366, 428]",LEFT_ELBOW,0.5070894349387874,0.8613223466690096,0.99932861328125,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_103.jpg,"[1, 169, 366, 428]",RIGHT_ELBOW,-0.05705443377020865,-0.41415461179043006,0.985476553440094,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_103.jpg,"[1, 169, 366, 428]",LEFT_WRIST,0.5905070736975505,1.478420420710113,0.9988815188407898,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_103.jpg,"[1, 169, 366, 428]",RIGHT_WRIST,-0.444574122050952,-0.3397999563508815,0.989048957824707,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_103.jpg,"[1, 169, 366, 428]",LEFT_KNEE,-1.088537834958975,0.18375602202907554,0.83791184425354,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_103.jpg,"[1, 169, 366, 428]",RIGHT_KNEE,-1.0802795057493402,-0.13012099882670808,0.7608579993247986,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_103.jpg,"[1, 169, 366, 428]",LEFT_ANKLE,-1.706677962809354,0.13916695466301604,0.5823718905448914,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_103.jpg,"[1, 169, 366, 428]",RIGHT_ANKLE,-1.6969592103137419,-0.12486583914357617,0.6280814409255981,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_103.jpg,"[1, 169, 366, 428]",LEFT_EYE,0.7180546006758954,0.001409903729254995,0.9986382126808167,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_103.jpg,"[1, 169, 366, 428]",RIGHT_EYE,0.7192166912035117,-0.15009831724296693,0.9995089769363403,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_104.jpg,"[87, 155, 352, 601]",LEFT_SHOULDER,0.44526366065860534,-0.3302737104162559,0.9999781847000122,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_104.jpg,"[87, 155, 352, 601]",RIGHT_SHOULDER,-0.3825060393086806,-0.42269664960911263,0.9999135732650757,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_104.jpg,"[87, 155, 352, 601]",LEFT_HIP,0.20804558990359903,0.3783098746238313,0.999906063079834,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_104.jpg,"[87, 155, 352, 601]",RIGHT_HIP,-0.27080321125352375,0.37466048540153724,0.999914288520813,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_104.jpg,"[87, 155, 352, 601]",LEFT_ELBOW,0.47627020975816015,0.0637774850730592,0.9917049407958984,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_104.jpg,"[87, 155, 352, 601]",RIGHT_ELBOW,-0.991388256316435,-0.5242604070919833,0.9946200847625732,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_104.jpg,"[87, 155, 352, 601]",LEFT_WRIST,0.403018841844487,0.41809391343393737,0.9935909509658813,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_104.jpg,"[87, 155, 352, 601]",RIGHT_WRIST,-1.6379033025009655,-0.5747007489570681,0.9944062232971191,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_104.jpg,"[87, 155, 352, 601]",LEFT_KNEE,0.1440747635528357,1.0000141855330065,0.9400189518928528,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_104.jpg,"[87, 155, 352, 601]",RIGHT_KNEE,-0.19444908937613947,0.9848372257140232,0.9481899738311768,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_104.jpg,"[87, 155, 352, 601]",LEFT_ANKLE,0.15390170002466178,1.571023464046973,0.9432602524757385,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_104.jpg,"[87, 155, 352, 601]",RIGHT_ANKLE,-0.11872356199367558,1.5581295055952151,0.9451359510421753,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_104.jpg,"[87, 155, 352, 601]",LEFT_EYE,0.1672204364539963,-0.6819745535586418,0.9999724626541138,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_104.jpg,"[87, 155, 352, 601]",RIGHT_EYE,-0.00031369637329350795,-0.6813289142665261,0.9999796152114868,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_105.jpg,"[65, 157, 326, 598]",LEFT_SHOULDER,0.3680411801006243,-0.42166210450500186,0.9999539852142334,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_105.jpg,"[65, 157, 326, 598]",RIGHT_SHOULDER,-0.4443951486908077,-0.34327296057759854,0.9999059438705444,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_105.jpg,"[65, 157, 326, 598]",LEFT_HIP,0.2704564381845998,0.38078551511986575,0.9999169111251831,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_105.jpg,"[65, 157, 326, 598]",RIGHT_HIP,-0.1941024695944164,0.38414954996273465,0.9998838901519775,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_105.jpg,"[65, 157, 326, 598]",LEFT_ELBOW,0.9555064535700388,-0.47456610459413073,0.9992153644561768,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_105.jpg,"[65, 157, 326, 598]",RIGHT_ELBOW,-0.4604497589412665,0.06532152408397231,0.9891384243965149,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_105.jpg,"[65, 157, 326, 598]",LEFT_WRIST,1.6416219790794622,-0.5612600277512967,0.9990807771682739,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_105.jpg,"[65, 157, 326, 598]",RIGHT_WRIST,-0.3729201861008186,0.4138841435707789,0.9905052781105042,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_105.jpg,"[65, 157, 326, 598]",LEFT_KNEE,0.21224998923974434,1.0056033293458202,0.9842559695243835,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_105.jpg,"[65, 157, 326, 598]",RIGHT_KNEE,-0.1307583270239097,0.9891418314509768,0.9706290364265442,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_105.jpg,"[65, 157, 326, 598]",LEFT_ANKLE,0.1526203101090867,1.5677827590158566,0.9826898574829102,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_105.jpg,"[65, 157, 326, 598]",RIGHT_ANKLE,-0.10419595890502634,1.5800430981539535,0.9868833422660828,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_105.jpg,"[65, 157, 326, 598]",LEFT_EYE,0.02302006094514024,-0.674315823666345,0.9997815489768982,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_105.jpg,"[65, 157, 326, 598]",RIGHT_EYE,-0.1538163693289216,-0.6780473005241486,0.9999310970306396,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_106.jpg,"[65, 157, 326, 599]",LEFT_SHOULDER,0.36041616025375667,-0.4245548021463979,0.9999476671218872,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_106.jpg,"[65, 157, 326, 599]",RIGHT_SHOULDER,-0.4453788268278358,-0.34280586111991745,0.9999054670333862,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_106.jpg,"[65, 157, 326, 599]",LEFT_HIP,0.27427245865121863,0.38413204063741097,0.9999271631240845,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_106.jpg,"[65, 157, 326, 599]",RIGHT_HIP,-0.18930979207713947,0.3832286226289044,0.9999016523361206,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_106.jpg,"[65, 157, 326, 599]",LEFT_ELBOW,0.9710191420574089,-0.4781817370084552,0.9989258646965027,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_106.jpg,"[65, 157, 326, 599]",RIGHT_ELBOW,-0.460790890011644,0.06266010828594433,0.9864495396614075,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_106.jpg,"[65, 157, 326, 599]",LEFT_WRIST,1.6506315663347104,-0.5667143663881674,0.9987117052078247,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_106.jpg,"[65, 157, 326, 599]",RIGHT_WRIST,-0.37398734213947693,0.41390392420781336,0.9882814288139343,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_106.jpg,"[65, 157, 326, 599]",LEFT_KNEE,0.2091542850983245,1.0094735084967605,0.9802537560462952,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_106.jpg,"[65, 157, 326, 599]",RIGHT_KNEE,-0.13887224169537205,1.0057158436476858,0.9670102596282959,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_106.jpg,"[65, 157, 326, 599]",LEFT_ANKLE,0.15230055822656471,1.5753349912676085,0.9846300482749939,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_106.jpg,"[65, 157, 326, 599]",RIGHT_ANKLE,-0.11666585981628151,1.5970481091689754,0.9891647696495056,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_106.jpg,"[65, 157, 326, 599]",LEFT_EYE,0.011820386696543539,-0.6873768019511421,0.9997841715812683,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_106.jpg,"[65, 157, 326, 599]",RIGHT_EYE,-0.1716437742470411,-0.6881359050130232,0.9999321699142456,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_107.jpg,"[0, 613, 1083, 1118]",LEFT_SHOULDER,-0.35389780243373586,0.48026259036003277,0.9999411106109619,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_107.jpg,"[0, 613, 1083, 1118]",RIGHT_SHOULDER,-0.31683745511801004,-0.5845740921049777,0.9998990297317505,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_107.jpg,"[0, 613, 1083, 1118]",LEFT_HIP,0.32564020042325964,0.2557935558720173,0.9998413324356079,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_107.jpg,"[0, 613, 1083, 1118]",RIGHT_HIP,0.3450950571284862,-0.15148205412707239,0.9998865127563477,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_107.jpg,"[0, 613, 1083, 1118]",LEFT_ELBOW,0.043972953100537664,0.6027011967191268,0.6647190451622009,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_107.jpg,"[0, 613, 1083, 1118]",LEFT_KNEE,0.9194795816063043,0.21233156498732814,0.6267755627632141,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_107.jpg,"[0, 613, 1083, 1118]",RIGHT_KNEE,0.910830006312983,-0.4636850377221919,0.7653939127922058,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_107.jpg,"[0, 613, 1083, 1118]",LEFT_ANKLE,1.4679962798583461,0.02594005613368989,0.6323752403259277,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_107.jpg,"[0, 613, 1083, 1118]",RIGHT_ANKLE,1.449519230306733,-0.35113592868960014,0.6459372639656067,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_107.jpg,"[0, 613, 1083, 1118]",LEFT_EYE,-0.6618872084401513,0.010499548135454919,0.9923018217086792,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_107.jpg,"[0, 613, 1083, 1118]",RIGHT_EYE,-0.6540492184776394,-0.03317224251909391,0.9964396357536316,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_108.jpg,"[252, 139, 855, 1549]",LEFT_SHOULDER,-0.5309252029022786,0.2821435902137862,0.9998821020126343,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_108.jpg,"[252, 139, 855, 1549]",RIGHT_SHOULDER,0.4790070855390511,0.303230268298099,0.9995959401130676,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_108.jpg,"[252, 139, 855, 1549]",LEFT_HIP,-0.27881944585849855,-0.2947198793261822,0.9999576807022095,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_108.jpg,"[252, 139, 855, 1549]",RIGHT_HIP,0.3307375632217261,-0.290653979185703,0.9999521970748901,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_108.jpg,"[252, 139, 855, 1549]",LEFT_ELBOW,-0.7074860050171673,-0.037030614265147685,0.7789900898933411,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_108.jpg,"[252, 139, 855, 1549]",RIGHT_ELBOW,0.6907538027430064,-0.01134931311819022,0.6969966888427734,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_108.jpg,"[252, 139, 855, 1549]",LEFT_KNEE,-0.5208824749761174,-0.7994397383454088,0.9774297475814819,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_108.jpg,"[252, 139, 855, 1549]",RIGHT_KNEE,0.5087855903661097,-0.8034275637753011,0.9750998020172119,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_108.jpg,"[252, 139, 855, 1549]",LEFT_ANKLE,-0.7234370612187789,-1.2672577572683643,0.9939899444580078,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_108.jpg,"[252, 139, 855, 1549]",RIGHT_ANKLE,0.7049277999659164,-1.258408737653124,0.993966281414032,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_108.jpg,"[252, 139, 855, 1549]",LEFT_EYE,-0.19511316711422091,0.5924888461705318,0.9985490441322327,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_108.jpg,"[252, 139, 855, 1549]",RIGHT_EYE,-0.01013330870772454,0.5976252046071063,0.9992239475250244,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_109.jpg,"[0, 567, 1087, 1079]",LEFT_SHOULDER,0.3211104226917949,-0.49741311081792977,0.9998717308044434,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_109.jpg,"[0, 567, 1087, 1079]",RIGHT_SHOULDER,0.2871416689520593,0.5305432192809596,0.9997574687004089,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_109.jpg,"[0, 567, 1087, 1079]",LEFT_HIP,-0.2992504879605594,-0.2954438632090408,0.9998733997344971,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_109.jpg,"[0, 567, 1087, 1079]",RIGHT_HIP,-0.3090016036832947,0.26231375474601104,0.9999181032180786,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_109.jpg,"[0, 567, 1087, 1079]",LEFT_ELBOW,-0.040565733300676414,-0.646590199811031,0.9463688731193542,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_109.jpg,"[0, 567, 1087, 1079]",RIGHT_ELBOW,-0.07542181728589772,0.6883891492100062,0.9417017102241516,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_109.jpg,"[0, 567, 1087, 1079]",LEFT_KNEE,-0.7872425712374047,-0.39504374118839586,0.9682855010032654,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_109.jpg,"[0, 567, 1087, 1079]",RIGHT_KNEE,-0.8523509780402878,0.4360367663170074,0.9716665148735046,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_109.jpg,"[0, 567, 1087, 1079]",LEFT_ANKLE,-1.2729378905850977,-0.4508365619104288,0.9611423015594482,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_109.jpg,"[0, 567, 1087, 1079]",RIGHT_ANKLE,-1.2956597257883207,0.6002090303604778,0.9476446509361267,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_109.jpg,"[0, 567, 1087, 1079]",LEFT_EYE,0.6237253413193354,-0.07764762600700448,0.7429468631744385,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_109.jpg,"[0, 567, 1087, 1079]",RIGHT_EYE,0.6256672140835305,0.07356967785223083,0.8517441749572754,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_110.jpg,"[255, 85, 838, 1553]",LEFT_SHOULDER,0.5001751631023255,-0.29131540442649545,0.999981164932251,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_110.jpg,"[255, 85, 838, 1553]",RIGHT_SHOULDER,-0.5345806974871782,-0.27230305801312155,0.9998713731765747,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_110.jpg,"[255, 85, 838, 1553]",LEFT_HIP,0.32536903165111714,0.28033103028711326,0.9999912977218628,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_110.jpg,"[255, 85, 838, 1553]",RIGHT_HIP,-0.29096349726626436,0.2832874321525037,0.999987006187439,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_110.jpg,"[255, 85, 838, 1553]",LEFT_ELBOW,0.7233133286357585,0.0012035995953190892,0.929046630859375,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_110.jpg,"[255, 85, 838, 1553]",RIGHT_ELBOW,-0.6898443810914991,0.037321954955132436,0.7619946002960205,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_110.jpg,"[255, 85, 838, 1553]",LEFT_WRIST,0.5864272683446572,0.2355066009549451,0.6539384722709656,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_110.jpg,"[255, 85, 838, 1553]",LEFT_KNEE,0.5197966421439784,0.743357455085971,0.9913410544395447,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_110.jpg,"[255, 85, 838, 1553]",RIGHT_KNEE,-0.47109519524758153,0.7385694106154684,0.9902803301811218,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_110.jpg,"[255, 85, 838, 1553]",LEFT_ANKLE,0.7529169239621573,1.184631123739208,0.9970012307167053,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_110.jpg,"[255, 85, 838, 1553]",RIGHT_ANKLE,-0.7172589833332088,1.2058311501223657,0.997897744178772,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_110.jpg,"[255, 85, 838, 1553]",LEFT_EYE,0.02857293754474094,-0.54853989527257,0.9997041821479797,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_110.jpg,"[255, 85, 838, 1553]",RIGHT_EYE,-0.1651644020337162,-0.5479480774385074,0.9997960925102234,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_111.jpg,"[243, 86, 825, 1557]",LEFT_SHOULDER,0.5411051328024002,-0.2672737764848904,0.9999841451644897,standing
D:\HPE_PP\HPE_PP\project_root\data\dataset\standing\aug_111.jpg,"[243, 86, 825, 1557]",RIGHT_SHOULDER,-0.4892627421018725,-0.29169000922295557,0.9999392032623291,standing
