image_path,bbox,landmark,x_norm,y_norm,visibility,class
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_101.jpg,"[688, 497, 1049, 1069]",RIGHT_HIP,0.2702705249978616,-0.3823421761769043,0.9992228746414185,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_101.jpg,"[688, 497, 1049, 1069]",LEFT_ELBOW,-0.6396231009559681,0.06972118728959954,0.9969434142112732,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_101.jpg,"[688, 497, 1049, 1069]",RIGHT_ELBOW,0.5197833589933728,-0.09010543124707467,0.9910908937454224,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_101.jpg,"[688, 497, 1049, 1069]",LEFT_WRIST,-0.4949474743418799,-0.19978684077932415,0.9968162178993225,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_101.jpg,"[688, 497, 1049, 1069]",RIGHT_WRIST,0.6550019217259379,-0.32734728597197843,0.997768759727478,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_101.jpg,"[688, 497, 1049, 1069]",LEFT_KNEE,-0.6579736461980401,-0.2126171812121789,0.8405430912971497,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_101.jpg,"[688, 497, 1049, 1069]",RIGHT_KNEE,0.2625586131520534,-0.5737913166970597,0.8742051124572754,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_101.jpg,"[688, 497, 1049, 1069]",LEFT_EYE,-0.04787119169885669,0.7646706485034289,0.9999673366546631,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_101.jpg,"[688, 497, 1049, 1069]",RIGHT_EYE,0.14199860030017253,0.7420565184950386,0.999987006187439,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[342, 218, 1262, 614]",LEFT_SHOULDER,0.3146306987849155,0.4960223763037943,0.9999958276748657,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[342, 218, 1262, 614]",RIGHT_SHOULDER,0.2769322209002301,-0.5210440695036372,0.9999892711639404,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[342, 218, 1262, 614]",LEFT_HIP,-0.28581016130153614,0.3093385539697346,0.9999339580535889,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[342, 218, 1262, 614]",RIGHT_HIP,-0.3057527583836095,-0.2843168607698916,0.9999593496322632,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[342, 218, 1262, 614]",LEFT_ELBOW,0.05198174867871557,0.6921352747318775,0.9977003931999207,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[342, 218, 1262, 614]",RIGHT_ELBOW,-0.044476890617435615,-0.6618103267669776,0.9808133244514465,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[342, 218, 1262, 614]",LEFT_WRIST,-0.13548466927108574,0.5187952765767883,0.9987993240356445,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[342, 218, 1262, 614]",RIGHT_WRIST,-0.24012832313316723,-0.7997636648292461,0.9974006414413452,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[342, 218, 1262, 614]",LEFT_KNEE,-0.12477764867239087,0.703215008072932,0.9961678385734558,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[342, 218, 1262, 614]",RIGHT_KNEE,-0.4263289337639371,-0.28042999028321136,0.9965605139732361,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[342, 218, 1262, 614]",LEFT_ANKLE,-0.4189829653698758,-0.606123212259231,0.9687597751617432,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[342, 218, 1262, 614]",RIGHT_ANKLE,-1.03813525677005,-0.152661710622612,0.9877393841743469,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[342, 218, 1262, 614]",LEFT_EYE,0.6198986176916402,0.02694771284607993,0.9999957084655762,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[342, 218, 1262, 614]",RIGHT_EYE,0.6078958260968653,-0.2060554027604794,0.9999984502792358,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[335, 7, 1313, 1003]",LEFT_SHOULDER,0.4646452621567254,0.31865774370913824,0.9999947547912598,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[335, 7, 1313, 1003]",RIGHT_SHOULDER,0.3980547334475435,-0.3200787802192163,0.9999881982803345,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[335, 7, 1313, 1003]",LEFT_HIP,-0.42905880988668205,0.18669286883639644,0.9999675750732422,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[335, 7, 1313, 1003]",RIGHT_HIP,-0.43364118571758686,-0.18527183232631836,0.9999781847000122,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[335, 7, 1313, 1003]",LEFT_ELBOW,0.09964500754728375,0.44200992850123916,0.9930278658866882,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[335, 7, 1313, 1003]",RIGHT_ELBOW,-0.08795200796233822,-0.39590308054281714,0.936569094657898,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[335, 7, 1313, 1003]",LEFT_WRIST,-0.1936701831010047,0.33584586878236394,0.9960706233978271,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[335, 7, 1313, 1003]",RIGHT_WRIST,-0.332797152573128,-0.4795516356361445,0.9902017712593079,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[335, 7, 1313, 1003]",LEFT_KNEE,-0.1699588881885603,0.45041781363727673,0.9924220442771912,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[335, 7, 1313, 1003]",RIGHT_KNEE,-0.6264069525361762,-0.1437091737335436,0.9931039214134216,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[335, 7, 1313, 1003]",LEFT_ANKLE,-0.5151678674667064,-0.41519513769416044,0.9682442545890808,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[335, 7, 1313, 1003]",RIGHT_ANKLE,-1.5190527839993786,-0.09068047747384952,0.9872826337814331,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[335, 7, 1313, 1003]",LEFT_EYE,0.908356498175886,0.025570887534751733,0.9999961853027344,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_102.jpg,"[335, 7, 1313, 1003]",RIGHT_EYE,0.8926905375688697,-0.10889350962744063,0.9999988079071045,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[696, 39, 1111, 961]",LEFT_SHOULDER,0.5343472513506814,-0.2640257069954415,0.9999574422836304,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[696, 39, 1111, 961]",RIGHT_SHOULDER,-0.4662760206442333,-0.32443837423121097,0.9999181032180786,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[696, 39, 1111, 961]",LEFT_HIP,0.2714269781667221,0.2967519008495234,0.999984622001648,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[696, 39, 1111, 961]",RIGHT_HIP,-0.3394982088731703,0.29171218037712904,0.9999697208404541,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[696, 39, 1111, 961]",LEFT_ELBOW,0.6498067817237552,0.06154460824074754,0.9912047982215881,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[696, 39, 1111, 961]",RIGHT_ELBOW,-0.6654463644818546,-0.061590012289947274,0.9686331152915955,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[696, 39, 1111, 961]",LEFT_WRIST,0.7772022884965376,0.26076538668983784,0.9952552318572998,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[696, 39, 1111, 961]",RIGHT_WRIST,-0.5014800243934923,0.13854658646970583,0.9901269674301147,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[696, 39, 1111, 961]",LEFT_KNEE,0.25554923375708544,0.43149099662525836,0.9945220947265625,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[696, 39, 1111, 961]",RIGHT_KNEE,-0.6857820899835141,0.14734091223785556,0.9721784591674805,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[696, 39, 1111, 961]",LEFT_ANKLE,0.1449327804671873,1.0567557046721763,0.9660446047782898,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[696, 39, 1111, 961]",RIGHT_ANKLE,0.625799777675724,0.35009495124285245,0.803873598575592,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[696, 39, 1111, 961]",LEFT_EYE,0.21495040343473076,-0.6161234669653515,0.9999614953994751,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[696, 39, 1111, 961]",RIGHT_EYE,-0.019186282332119567,-0.6341455207894666,0.9999843835830688,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[698, 410, 1052, 920]",LEFT_SHOULDER,0.3341966102493672,0.31065930275187376,0.9991612434387207,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[698, 410, 1052, 920]",RIGHT_SHOULDER,0.552204595426916,-0.2704700559282813,0.9998239874839783,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[698, 410, 1052, 920]",LEFT_HIP,-0.4255071554951992,0.14569421150663556,0.9794102907180786,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[698, 410, 1052, 920]",RIGHT_HIP,-0.46089405018108404,-0.18588345833022799,0.9936680197715759,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[698, 410, 1052, 920]",RIGHT_ELBOW,0.270376447132007,-0.6694315925808451,0.879706621170044,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[698, 410, 1052, 920]",RIGHT_WRIST,0.5803635496843965,-0.2663565793802245,0.973839521408081,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[698, 410, 1052, 920]",LEFT_EYE,0.6238894081736017,0.06837964054352139,0.9389639496803284,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_103.jpg,"[698, 410, 1052, 920]",RIGHT_EYE,0.6024463900518089,-0.05844135979467275,0.9664437174797058,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_104.jpg,"[392, 38, 804, 949]",LEFT_SHOULDER,0.512194303192119,-0.3198072420089953,0.9999966621398926,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_104.jpg,"[392, 38, 804, 949]",RIGHT_SHOULDER,-0.5048915575314483,-0.2800702359491909,0.9999908208847046,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_104.jpg,"[392, 38, 804, 949]",LEFT_HIP,0.28777298993823386,0.29668700680772375,0.9999743700027466,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_104.jpg,"[392, 38, 804, 949]",RIGHT_HIP,-0.29507573559890454,0.30319047115046244,0.9999831914901733,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_104.jpg,"[392, 38, 804, 949]",LEFT_ELBOW,0.6759433865093855,-0.05738048574247372,0.9988403916358948,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_104.jpg,"[392, 38, 804, 949]",RIGHT_ELBOW,-0.6473540529045375,0.05432950106691622,0.9902309775352478,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_104.jpg,"[392, 38, 804, 949]",LEFT_WRIST,0.5097537456446926,0.13250893322149684,0.9993765950202942,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_104.jpg,"[392, 38, 804, 949]",RIGHT_WRIST,-0.7637228267173843,0.23788413601748454,0.9984971284866333,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_104.jpg,"[392, 38, 804, 949]",LEFT_KNEE,0.645601516715587,0.1351223273611129,0.9994115829467773,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_104.jpg,"[392, 38, 804, 949]",RIGHT_KNEE,-0.24375158024429192,0.44102762145043695,0.9994070529937744,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_104.jpg,"[392, 38, 804, 949]",LEFT_ANKLE,-0.7267973086790323,0.37778029893495746,0.9958289265632629,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_104.jpg,"[392, 38, 804, 949]",RIGHT_ANKLE,-0.13244692497685168,1.042326829045708,0.9982119798660278,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_104.jpg,"[392, 38, 804, 949]",LEFT_EYE,0.03379872952260188,-0.641929746226018,0.9999980926513672,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_104.jpg,"[392, 38, 804, 949]",RIGHT_EYE,-0.18792817443728163,-0.6273823306852375,0.9999992847442627,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_105.jpg,"[392, 37, 805, 949]",LEFT_SHOULDER,0.512383470442736,-0.3232543235094444,0.9999969005584717,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_105.jpg,"[392, 37, 805, 949]",RIGHT_SHOULDER,-0.49402449439543933,-0.2787075626998353,0.9999924898147583,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_105.jpg,"[392, 37, 805, 949]",LEFT_HIP,0.28606137190877634,0.29526684856018176,0.9999783039093018,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_105.jpg,"[392, 37, 805, 949]",RIGHT_HIP,-0.30442034795607303,0.30669503764909795,0.9999860525131226,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_105.jpg,"[392, 37, 805, 949]",LEFT_ELBOW,0.7054055063588255,-0.05736468103040745,0.9982187151908875,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_105.jpg,"[392, 37, 805, 949]",RIGHT_ELBOW,-0.6404024945352702,0.05835675455310096,0.990304708480835,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_105.jpg,"[392, 37, 805, 949]",LEFT_WRIST,0.5254032299998442,0.15119134197425355,0.9988753199577332,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_105.jpg,"[392, 37, 805, 949]",RIGHT_WRIST,-0.7566497642559479,0.24866430382667845,0.9983842372894287,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_105.jpg,"[392, 37, 805, 949]",LEFT_KNEE,0.6980624994076956,0.14305942174298394,0.9991391897201538,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_105.jpg,"[392, 37, 805, 949]",RIGHT_KNEE,-0.23123591838383611,0.4574377009975247,0.9990112781524658,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_105.jpg,"[392, 37, 805, 949]",LEFT_ANKLE,-0.7480303891020577,0.3968987688107922,0.9953256845474243,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_105.jpg,"[392, 37, 805, 949]",RIGHT_ANKLE,-0.12126267779555033,1.0662163224199235,0.9976586103439331,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_105.jpg,"[392, 37, 805, 949]",LEFT_EYE,0.05280806502303322,-0.6410894549230457,0.999997615814209,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_105.jpg,"[392, 37, 805, 949]",RIGHT_EYE,-0.17378670745753402,-0.6275130022657189,0.9999991655349731,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_106.jpg,"[338, 82, 772, 578]",LEFT_SHOULDER,-0.4117909106939176,-0.4407313093055316,0.9999704360961914,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_106.jpg,"[338, 82, 772, 578]",RIGHT_SHOULDER,-0.4349298534617415,0.07626884699888226,0.9998044371604919,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_106.jpg,"[338, 82, 772, 578]",LEFT_HIP,0.5107535468950399,0.06208080981120793,0.9996219873428345,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_106.jpg,"[338, 82, 772, 578]",RIGHT_HIP,0.3359672172606191,0.3023816524954414,0.9997181296348572,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_106.jpg,"[338, 82, 772, 578]",LEFT_ELBOW,-0.9581986578864379,-0.7737754596040358,0.9987189769744873,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_106.jpg,"[338, 82, 772, 578]",RIGHT_ELBOW,-0.8682487404982416,0.4324223658188573,0.8116689324378967,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_106.jpg,"[338, 82, 772, 578]",LEFT_KNEE,0.824579722859871,0.8769024074288366,0.9781069159507751,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_106.jpg,"[338, 82, 772, 578]",RIGHT_KNEE,0.7872620039682234,0.9352042991095554,0.8172716498374939,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_106.jpg,"[338, 82, 772, 578]",LEFT_ANKLE,1.2844766399882697,1.7690304734339222,0.9321597218513489,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_106.jpg,"[338, 82, 772, 578]",RIGHT_ANKLE,1.4046181497406434,1.7033572991392725,0.6318356990814209,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_106.jpg,"[338, 82, 772, 578]",LEFT_EYE,-0.8346807914122987,-0.17385108231723287,0.9999667406082153,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_106.jpg,"[338, 82, 772, 578]",RIGHT_EYE,-0.8353233869275939,-0.05753115929966956,0.9999779462814331,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_107.jpg,"[247, 37, 825, 490]",LEFT_SHOULDER,-0.4160817989501331,0.43317378758273123,0.9999589920043945,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_107.jpg,"[247, 37, 825, 490]",RIGHT_SHOULDER,0.04366380201332531,0.4316312750167283,0.999796450138092,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_107.jpg,"[247, 37, 825, 490]",LEFT_HIP,0.08583337914511603,-0.516514050493004,0.9997668862342834,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_107.jpg,"[247, 37, 825, 490]",RIGHT_HIP,0.28658461779169175,-0.3482910121064555,0.9998311996459961,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_107.jpg,"[247, 37, 825, 490]",LEFT_ELBOW,-0.7496022384262124,1.0008715090865827,0.9937776327133179,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_107.jpg,"[247, 37, 825, 490]",RIGHT_ELBOW,0.37622570209552714,0.9022930669600343,0.6919611692428589,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_107.jpg,"[247, 37, 825, 490]",LEFT_KNEE,0.8486729840768816,-0.9043581349959057,0.9402385354042053,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_107.jpg,"[247, 37, 825, 490]",RIGHT_KNEE,0.9024156378403804,-0.8531497189515334,0.723909318447113,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_107.jpg,"[247, 37, 825, 490]",LEFT_ANKLE,1.772901380993229,-1.3781486707018764,0.8919639587402344,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_107.jpg,"[247, 37, 825, 490]",RIGHT_ANKLE,1.6424998157523758,-1.5452689799753883,0.620468020439148,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_107.jpg,"[247, 37, 825, 490]",LEFT_EYE,-0.19368406669094376,0.8652654548898706,0.9998400211334229,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_107.jpg,"[247, 37, 825, 490]",RIGHT_EYE,-0.08959058423541737,0.8526619844812218,0.9999109506607056,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_108.jpg,"[211, 15, 661, 577]",LEFT_SHOULDER,0.4392223601337426,0.4142957529963111,0.9999918937683105,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_108.jpg,"[211, 15, 661, 577]",RIGHT_SHOULDER,0.43000483181178367,-0.07447975881343213,0.9999293088912964,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_108.jpg,"[211, 15, 661, 577]",LEFT_HIP,-0.5057552660128436,-0.05562466573235713,0.9998937845230103,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_108.jpg,"[211, 15, 661, 577]",RIGHT_HIP,-0.3634719259326827,-0.28419132845052186,0.9999128580093384,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_108.jpg,"[211, 15, 661, 577]",LEFT_ELBOW,0.9884786504213807,0.740625337903712,0.9990789890289307,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_108.jpg,"[211, 15, 661, 577]",RIGHT_ELBOW,0.8737846850365225,-0.3773967808220573,0.7731971144676208,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_108.jpg,"[211, 15, 661, 577]",LEFT_KNEE,-0.8395977499867103,-0.8237775644585279,0.9938901662826538,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_108.jpg,"[211, 15, 661, 577]",RIGHT_KNEE,-0.7882884187056874,-0.8963718139638526,0.9041789770126343,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_108.jpg,"[211, 15, 661, 577]",LEFT_ANKLE,-1.3507078987409202,-1.7473022391873132,0.9599865078926086,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_108.jpg,"[211, 15, 661, 577]",RIGHT_ANKLE,-1.4704986227467707,-1.6773205567414695,0.7315109372138977,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_108.jpg,"[211, 15, 661, 577]",LEFT_EYE,0.8396723641720786,0.1632137594674293,0.999995231628418,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_108.jpg,"[211, 15, 661, 577]",RIGHT_EYE,0.8346010199897708,0.04977320068493909,0.9999970197677612,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_109.jpg,"[258, 172, 812, 621]",LEFT_SHOULDER,0.08461063372064002,-0.4345113415019023,0.9994186162948608,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_109.jpg,"[258, 172, 812, 621]",RIGHT_SHOULDER,-0.4425107936686513,-0.41904392840386134,0.9999337196350098,sitting
D:\HPE_PP\HPE_PP\project_root\data\dataset\sitting\aug_109.jpg,"[258, 172, 812, 621]",LEFT_HIP,0.29429839512404876,0.36216451546791184,0.999804675579071,sitting
